remume_versao;codigo_identificacao;descricao_original;principio_ativo;concentracao;forma_farmaceutica;apresentacao;local_dispensacao;restricao;via_administracao;situacao
23/09/2026;BET-5E48DF;Gliconato de Cálcio 100mg/ml (10%) - Solução Injetável;Gliconato de Cálcio;100mg/ml (10%);solução injetável;;UPA, HPRB, SAMU, CIMUC;;injetável;ativo
23/09/2026;BET-EEEA77;Glicose 500mg/ml (50%) - Solução Injetável;Glicose;500mg/ml (50%);solução injetável;;UBS, CX EMERGÊNCIA, UPA, CERSAM, CAPS-AD, CERSAMI, HPRB, SEPADI, SAMU, CIMUC, PID;;injetável;ativo
23/09/2026;BET-EB1944;Glicose 50mg/ml (5%) - Solução Injetável;Glicose;50mg/ml (5%);solução injetável;;UBS, CERSAM, CAPS-AD, CERSAMI, UPA, HPRB, SEPADI, SAMU, PID;;injetável;ativo
23/09/2026;BET-CE997E;Haloperidol 1mg - Comprimido;Haloperidol;1mg;comprimido;;;;oral;ativo
23/09/2026;BET-8214E5;Haloperidol 2mg/ml (0,2%) - Solução Oral;Haloperidol;2mg/ml (0,2%);solução oral;;UBS, CERSAM, CAPS-AD, CERSAMI, HPRB, UPA;;oral;ativo
23/09/2026;BET-55EAF5;Haloperidol 50mg/ml - Solução Injetável;Haloperidol;50mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-FF796E;Haloperidol 5mg - Comprimido;Haloperidol;5mg;comprimido;;UBS, CERSAM, CAPS-AD, CERSAMI, UPA, HPRB;;oral;ativo
23/09/2026;BET-9CBD1F;Haloperidol 5mg/ml - Solução Injetável;Haloperidol;5mg/ml;solução injetável;;CX EMERGÊNCIA, UPA, HPRB, CERSAM, CAPS-AD, CERSAMI, SEPADI, SAMU;;injetável;ativo
23/09/2026;BET-7D5C04;Heparina Sódica 5.000ui/0,25ml - Solução Injetável;Heparina Sódica;5.000ui;solução injetável;;;;injetável;ativo
23/09/2026;BET-6A4C26;Heparina Sódica 5.000ui/ml - Solução Injetável;Heparina Sódica;5.000ui/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-019451;Hidralazina 20mg/ml - Solução Injetável;Hidralazina;20mg/ml;solução injetável;;HPRB, UPA, CIMUC;;injetável;ativo
23/09/2026;BET-520772;Hidralazina 25mg - Comprimido;Hidralazina;25mg;comprimido;;UBS, UPA, HPRB, CIMUC;;oral;ativo
23/09/2026;BET-33B38F;Hidroclorotiazida 25mg - Comprimido;Hidroclorotiazida;25mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-6C48BA;Hidrocortisona 100mg - Pó para Solução Injetável;Hidrocortisona;100mg;pó para solução injetável;;UPA, HPRB, SAMU, PID;;injetável;ativo
23/09/2026;BET-2A9EFC;Hidrocortisona 500mg - Pó para Solução Injetável;Hidrocortisona;500mg;pó para solução injetável;;UBS, CX EMERGÊNCIA, UPA, HPRB, CIMUC, SAMU, PID;;injetável;ativo
23/09/2026;BET-58DEC1;Hidroxietilamido + Cloreto de Sódio 60mg/ml (6%) + 9mg/ml (0,9%) - Solução para Infusão;Hidroxietilamido + Cloreto de Sódio;60mg/ml (6%) + 9mg/ml;solução;;;;;ativo
23/09/2026;BET-39EBB1;Ibuprofeno 50mg/ml - Suspensão Oral;Ibuprofeno;50mg/ml;suspensão oral;;;;oral;ativo
23/09/2026;BET-FB76FD;Ibuprofeno 600mg - Comprimido;Ibuprofeno;600mg;comprimido;;UBS, UPA, HPRB, CAPS-AD;;oral;ativo
23/09/2026;BET-5CEF18;Imatinibe 400mg - Comprimido;Imatinibe;400mg;comprimido;;;;oral;ativo
23/09/2026;BET-1A84E6;Imunoglobulina Humana 50mg/ml (5g) - Injetável;Imunoglobulina Humana;50mg/ml;injetável;;;;injetável;ativo
23/09/2026;BET-565166;Insulina Glargina 100ui/ml - Solução Injetável;Insulina Glargina;100ui/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-B9EF7F;Insulina Humana NPH 100ui/ml - Suspensão Injetável;Insulina Humana NPH;100ui/ml;suspensão injetável;;UBS, UPA, HPRB;;injetável;ativo
23/09/2026;BET-8EE42E;Insulina Humana Regular 100ui/ml - Solução Injetável;Insulina Humana Regular;100ui/ml;solução injetável;;UBS, UPA, HPRB;;injetável;ativo
23/09/2026;BET-98A79F;Isoniazida 100mg - Comprimido;Isoniazida;100mg;comprimido;;;;oral;ativo
23/09/2026;BET-590E25;Isoniazida 300mg - Comprimido;Isoniazida;300mg;comprimido;;;;oral;ativo
23/09/2026;BET-D1148B;Isossorbida Dinitrato 5mg - Comprimido Sublingual;Isossorbida Dinitrato;5mg;comprimido sublingual;;UBS, CX EMERGÊNCIA, UPA, HPRB, CIMUC, SAMU;;sublingual;ativo
23/09/2026;BET-0C1F60;Isossorbida Mononitrato 20mg - Comprimido;Isossorbida Mononitrato;20mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-B46774;Itraconazol 100mg - Cápsula;Itraconazol;100mg;cápsula;;;;oral;ativo
23/09/2026;BET-DEEDE3;Ivermectina 6mg - Comprimido;Ivermectina;6mg;comprimido;;UBS, SEPADI, UPA, HPRB;;oral;ativo
23/09/2026;BET-85A602;Lactulose 667mg/ml (66,7%) - Xarope;Lactulose;667mg/ml (66,7%);xarope;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-933F9F;Levetiracetam 100mg/ml - Solução Oral;Levetiracetam;100mg/ml;solução oral;;;;oral;ativo
23/09/2026;BET-4DA783;Levodopa + Benserazida 100mg + 25mg - Comprimido;Levodopa + Benserazida;100mg + 25mg;comprimido;;;;oral;ativo
23/09/2026;BET-C452C9;Levodopa + Benserazida 200mg + 50mg - Comprimido;Levodopa + Benserazida;200mg + 50mg;comprimido;;;;oral;ativo
23/09/2026;BET-AB3DFE;Levodopa + Carbidopa 250mg + 25mg - Comprimido;Levodopa + Carbidopa;250mg + 25mg;comprimido;;;;oral;ativo
23/09/2026;BET-229B66;Levonorgestrel + Etinilestradiol 0,15mg + 0,03mg - Comprimido;Levonorgestrel + Etinilestradiol;0,15mg + 0,03mg;comprimido;;;;oral;ativo
23/09/2026;BET-2762F5;Levonorgestrel 0,75mg - Comprimido;Levonorgestrel;0,75mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-1CF06F;Levotiroxina Sódica 100mcg - Comprimido;Levotiroxina Sódica;100mcg;comprimido;;;;oral;ativo
23/09/2026;BET-47A867;Levotiroxina Sódica 25mcg - Comprimido;Levotiroxina Sódica;25mcg;comprimido;;;;oral;ativo
23/09/2026;BET-2FE7C9;Levotiroxina Sódica 50mcg - Comprimido;Levotiroxina Sódica;50mcg;comprimido;;;;oral;ativo
23/09/2026;BET-2E8A17;Levotiroxina Sódica 75mcg - Comprimido;Levotiroxina Sódica;75mcg;comprimido;;;;oral;ativo
23/09/2026;BET-22DFDB;Lidocaína + Vasoconstritor 20mg/ml (2%) - Solução Injetável;Lidocaína + Vasoconstritor;20mg/ml (2%);solução injetável;;;;injetável;ativo
23/09/2026;BET-6E2BE0;Lidocaína Cloridrato + Epinefrina 20mg/ml (2%) + 0,005mg - Solução Injetável;Lidocaína Cloridrato + Epinefrina;20mg/ml (2%) + 0,005mg;solução injetável;;;;injetável;ativo
23/09/2026;BET-025451;Lidocaína Cloridrato 100mg/ml (10%) - Spray;Lidocaína Cloridrato;100mg/ml (10%);spray;;;;;ativo
23/09/2026;BET-45FEA6;Lidocaína Cloridrato 20mg/g (2%) - Geleia;Lidocaína Cloridrato;20mg/g (2%);geleia;;UBS, UPA, PAD, CREDFB, HPRB, CIMUC, SAMU;;;ativo
23/09/2026;BET-E6E056;Lidocaína Cloridrato 20mg/ml (2%) - Solução Injetável;Lidocaína Cloridrato;20mg/ml (2%);solução injetável;;UPA, HPRB, CIMUC, CREDFB;;injetável;ativo
23/09/2026;BET-236E96;Lidocaína Cloridrato 20mg/ml (2%) Isobárica - Solução Injetável;Lidocaína Cloridrato;20mg/ml (2%);solução injetável;;;;injetável;ativo
23/09/2026;BET-60E2CD;Linezolida 2mg/ml - Solução Injetável;Linezolida;2mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-CEB5AC;Loperamida Cloridrato 2mg - Comprimido;Loperamida Cloridrato;2mg;comprimido;;;;oral;ativo
23/09/2026;BET-ECA839;Loratadina 10mg - Comprimido;Loratadina;10mg;comprimido;;UBS, UPA, HPRB, SEPADI;;oral;ativo
23/09/2026;BET-029655;Loratadina 1mg/ml - Xarope;Loratadina;1mg/ml;xarope;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-ABCE7B;Lorazepam 2mg - Comprimido;Lorazepam;2mg;comprimido;;;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;BET-64DCBD;Losartana 50mg - Comprimido;Losartana;50mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-45B1A6;Manitol 200mg/ml (20%) - Solução Injetável;Manitol;200mg/ml (20%);solução injetável;;UPA, HPRB, SAMU, CIMUC;;injetável;ativo
23/09/2026;BET-816775;Medroxiprogesterona 10mg - Comprimido;Medroxiprogesterona;10mg;comprimido;;;;oral;ativo
23/09/2026;BET-D59DD0;Medroxiprogesterona 150mg/ml - Suspensão Injetável;Medroxiprogesterona;150mg/ml;suspensão injetável;;;;injetável;ativo
23/09/2026;BET-A00888;Mepivacaína 30mg/ml (3%) - Solução Injetável;Mepivacaína;30mg/ml (3%);solução injetável;;;;injetável;ativo
23/09/2026;BET-E3F8B1;Meropenem 1g IV - Pó para Solução Injetável;Meropenem;1g;pó para solução injetável;;UPA, HPRB, PID;;injetável;ativo
23/09/2026;BET-72BA8E;Metadona 10mg - Comprimido;Metadona;10mg;comprimido;;;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;BET-B872B9;Metaraminol, Hemitartarato 10mg/ml - Solução Injetável;Metaraminol, Hemitartarato;10mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-6C46F8;Metformina 850mg - Comprimido;Metformina;850mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-E2C2ED;Metildopa 250mg - Comprimido;Metildopa;250mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-C9A82B;Metildopa 500mg - Comprimido;Metildopa;500mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-1211F9;Metilergometrina 0,2mg/ml - Solução Injetável;Metilergometrina;0,2mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-80C0C4;Metilprednisolona Succinato Sódico 125mg - Solução Injetável;Metilprednisolona Succinato Sódico;125mg;solução injetável;;;;injetável;ativo
23/09/2026;BET-8ECDED;Metilprednisolona Succinato Sódico 500mg - Solução Injetável;Metilprednisolona Succinato Sódico;500mg;solução injetável;;;;injetável;ativo
23/09/2026;BET-1B4286;Metoclopramida 10mg - Comprimido;Metoclopramida;10mg;comprimido;;UBS, UPA, SEPADI, HPRB, CIMUC;;oral;ativo
23/09/2026;BET-A1D7D4;Metoclopramida 5mg/ml - Solução Injetável;Metoclopramida;5mg/ml;solução injetável;;UBS, UPA, CERSAM, CAPS-AD, CERSAMI, HPRB, SAMU, CIMUC, SEPADI;;injetável;ativo
23/09/2026;BET-F57D6A;Metoprolol 1mg/ml - Solução Injetável;Metoprolol;1mg/ml;solução injetável;;UPA, HPRB, SAMU;;injetável;ativo
23/09/2026;BET-898C8E;Metronidazol 100mg/g - Geleia Vaginal;Metronidazol;100mg/g;geleia vaginal;;;;vaginal;ativo
23/09/2026;BET-439AAF;Metronidazol 250mg - Comprimido;Metronidazol;250mg;comprimido;;UBS, UPA, SEPADI, HPRB;;oral;ativo
23/09/2026;BET-E86617;Metronidazol 5mg/ml - Solução Injetável;Metronidazol;5mg/ml;solução injetável;;UPA, HPRB;;injetável;ativo
23/09/2026;BET-CE7F74;Micafungina 50mg - Pó para Solução Injetável;Micafungina;50mg;pó para solução injetável;;;;injetável;ativo
23/09/2026;BET-202742;Miconazol Nitrato 20mg/g - Creme Vaginal;Miconazol Nitrato;20mg/g;creme vaginal;;;;vaginal;ativo
23/09/2026;BET-2A75CC;Midazolam 15mg - Comprimido;Midazolam;15mg;comprimido;;;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;BET-5419C2;Midazolam 5mg/ml - Solução Injetável;Midazolam;5mg/ml;solução injetável;;;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;BET-613689;Milrinona Lactato 1mg/ml - Solução Injetável;Milrinona Lactato;1mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-5EC782;Minociclina 100mg - Comprimido;Minociclina;100mg;comprimido;;;;oral;ativo
23/09/2026;BET-E590BE;Monoetanolamina Oleato 50mg/ml - Solução Injetável;Monoetanolamina Oleato;50mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-9D771E;Morfina Sulfato 0,1mg/ml - Solução Injetável;Morfina Sulfato;0,1mg/ml;solução injetável;;;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;BET-E02A85;Morfina Sulfato 10mg/ml - Solução Injetável;Morfina Sulfato;10mg/ml;solução injetável;;CX EMERGÊNCIA, UPA, HPRB, SEPADI, CIMUC, SAMU, PID;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;BET-BAB1B4;Morfina Sulfato 1mg/ml - Solução Injetável;Morfina Sulfato;1mg/ml;solução injetável;;;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;BET-ECBEFD;Moxifloxacino 1,6mg/ml (400mg) - Solução Injetável;Moxifloxacino;1,6mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-DDF88A;Naloxona 0,4mg/ml - Solução Injetável;Naloxona;0,4mg/ml;solução injetável;;CX EMERGÊNCIA, UPA, HPRB, CIMUC;;injetável;ativo
23/09/2026;BET-5CAAD9;Naltrexona 50mg - Comprimido;Naltrexona;50mg;comprimido;;;;oral;ativo
23/09/2026;BET-7DE9EE;Neostigmina Metilsulfato 0,5mg/ml - Solução Injetável;Neostigmina Metilsulfato;0,5mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-EC9C9F;Nicotina 14mg - Adesivo Transdérmico;Nicotina;14mg;adesivo transdérmico;;;;transdérmica;ativo
23/09/2026;BET-765BAE;Nicotina 21mg - Adesivo Transdérmico;Nicotina;21mg;adesivo transdérmico;;;;transdérmica;ativo
23/09/2026;BET-E8F2E9;Nicotina 2mg - Goma de Mascar;Nicotina;2mg;goma de mascar;;;;oral;ativo
23/09/2026;BET-790667;Nicotina 2mg - Pastilha;Nicotina;2mg;pastilha;;;;oral;ativo
23/09/2026;BET-0DD206;Nicotina 7mg - Adesivo Transdérmico;Nicotina;7mg;adesivo transdérmico;;;;transdérmica;ativo
23/09/2026;BET-30EC91;Nifedipina 10mg - Comprimido;Nifedipina;10mg;comprimido;;;;oral;ativo
23/09/2026;BET-91CDBA;Nifedipina 20mg - Comprimido;Nifedipina;20mg;comprimido;;;;oral;ativo
23/09/2026;BET-2BBAB3;Nimodipino 30mg - Comprimido;Nimodipino;30mg;comprimido;;;;oral;ativo
23/09/2026;BET-5285A3;Nirmatrelvir + Ritonavir 150mg + 100mg - Comprimido;Nirmatrelvir + Ritonavir;150mg + 100mg;comprimido;;UBS, HPRB, UPA, SEPADI;;oral;ativo
23/09/2026;BET-49E774;Nistatina 100.000ui/ml - Suspensão Oral;Nistatina;100.000ui/ml;suspensão oral;;UBS, HPRB, UPA;;oral;ativo
23/09/2026;BET-F0E5E0;Nistatina 25.000ui/g - Creme Vaginal;Nistatina;25.000ui;creme vaginal;;UBS, HPRB, UPA;;vaginal;ativo
23/09/2026;BET-7A0160;Nitrazepam 5mg - Comprimido;Nitrazepam;5mg;comprimido;;;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;BET-E11246;Nitrofurantoína 100mg - Cápsula;Nitrofurantoína;100mg;cápsula;;UBS, UPA, SEPADI, HPRB;;oral;ativo
23/09/2026;BET-AFD133;Nitroglicerina 5mg/ml - Solução Injetável;Nitroglicerina;5mg/ml;solução injetável;;HPRB, UPA, SAMU;;injetável;ativo
23/09/2026;BET-EEEF6C;Nitroprussiato de Sódio 25mg/ml - Solução Injetável;Nitroprussiato de Sódio;25mg/ml;solução injetável;;HPRB, UPA, SAMU;;injetável;ativo
23/09/2026;BET-9851BE;Norepinefrina (Hemitartarato de Norepinefrina) 1mg/ml (2mg/ml) - Solução Injetável;Norepinefrina (Hemitartarato de Norepinefrina);1mg/ml;solução injetável;;HPRB, UPA, SAMU;;injetável;ativo
23/09/2026;BET-62A141;Noretisterona + Estradiol 50mg/ml + 5mg/ml - Solução Injetável;Noretisterona + Estradiol;50mg/ml + 5mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-0C57C5;Noretisterona 0,35mg - Comprimido;Noretisterona;0,35mg;comprimido;;;;oral;ativo
23/09/2026;BET-366AD8;Nortriptilina 25mg - Cápsula;Nortriptilina;25mg;cápsula;;;;oral;ativo
23/09/2026;BET-90F97B;Nortriptilina 50mg - Cápsula;Nortriptilina;50mg;cápsula;;;;oral;ativo
23/09/2026;BET-535523;Octreotida Acetato 0,1mg/ml - Solução Injetável;Octreotida Acetato;0,1mg/ml;solução injetável;;HPRB, UPA;;injetável;ativo
23/09/2026;BET-FB198D;Octreotida Acetato 0,5mg/ml - Solução Injetável;Octreotida Acetato;0,5mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-DF61EC;Ofloxacino 400mg - Comprimido;Ofloxacino;400mg;comprimido;;;;oral;ativo
23/09/2026;BET-A32B77;Oleo Mineral;Oleo Mineral;;;;UBS, HPRB, UPA, CAPS-AD;;;ativo
23/09/2026;BET-A92C2D;Omeprazol 20mg - Cápsula;Omeprazol;20mg;cápsula;;UBS, HPRB, UPA;;oral;ativo
23/09/2026;BET-4B8F90;Omeprazol 40mg - Pó para Solução Injetável;Omeprazol;40mg;pó para solução injetável;;HPRB, UPA, SAMU, PID;;injetável;ativo
23/09/2026;BET-D2AA82;Ondansetrona Cloridrato 2mg/ml - Solução Injetável;Ondansetrona Cloridrato;2mg/ml;solução injetável;;UBS, UPA, HPRB;;injetável;ativo
23/09/2026;BET-C597B1;Oseltamivir 30mg - Comprimido;Oseltamivir;30mg;comprimido;;UBS, HPRB, UPA, SEPADI;;oral;ativo
23/09/2026;BET-CBECBF;Oseltamivir 45mg - Comprimido;Oseltamivir;45mg;comprimido;;UBS, HPRB, UPA, SEPADI;;oral;ativo
23/09/2026;BET-7446E0;Oseltamivir 75mg - Comprimido;Oseltamivir;75mg;comprimido;;UBS, HPRB, UPA, SEPADI;;oral;ativo
23/09/2026;BET-052B15;Oxacilina Sódica 500mg - Pó para Solução Injetável;Oxacilina Sódica;500mg;pó para solução injetável;;HPRB, UPA;;injetável;ativo
23/09/2026;BET-28C783;Oxcarbazepina 60mg/ml (6%) - Suspensão Oral;Oxcarbazepina;60mg/ml (6%);suspensão oral;;;;oral;ativo
23/09/2026;BET-5E0A48;Oxibutinina Cloridrato 5mg - Comprimido;Oxibutinina Cloridrato;5mg;comprimido;;;;oral;ativo
23/09/2026;BET-AB9BEF;Oxido Férrico, Sacarato 20mg/ml - Solução Injetável;Oxido Férrico, Sacarato;20mg/ml;solução injetável;;UPA, HPRB, PID;;injetável;ativo
23/09/2026;BET-0D56AB;Palivizumabe 100mg/ml - Solução Injetável;Palivizumabe;100mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-083841;Paracetamol 200mg/ml (20%) - Solução Oral;Paracetamol;200mg/ml (20%);solução oral;;UBS, HPRB, UPA, SEPADI, CAPS-AD;;oral;ativo
23/09/2026;BET-189EB5;Paracetamol 500mg - Comprimido;Paracetamol;500mg;comprimido;;UBS, HPRB, UPA, CAPS-AD;;oral;ativo
23/09/2026;BET-80FF3A;Pentoxifilina 400mg - Drágea;Pentoxifilina;400mg;drágea;;;;oral;ativo
23/09/2026;BET-8F2A11;Permetrina 10mg/ml (1%) - Loção;Permetrina;10mg/ml (1%);loção;;;;tópica;ativo
23/09/2026;BET-932C9B;Permetrina 50mg/ml (5%) - Loção;Permetrina;50mg/ml (5%);loção;;;;tópica;ativo
23/09/2026;BET-691590;Pertuzumabe 30mg/ml (420mg/14ml) - Solução Injetável;Pertuzumabe;30mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-7F9F2F;Pilocarpina 20mg/ml (2%) - Solução Oftálmica;Pilocarpina;20mg/ml (2%);solução oftálmica;;;;oftálmica;ativo
23/09/2026;BET-9D51F3;Piperacilina Sódica + Tazobactam Sódico 4000mg + 500mg - Pó para Solução Injetável;Piperacilina Sódica + Tazobactam Sódico;4000mg + 500mg;pó para solução injetável;;;;injetável;ativo
23/09/2026;BET-10583A;Pirazinamida 30mg/ml (3%) - Solução Oral;Pirazinamida;30mg/ml (3%);solução oral;;;;oral;ativo
23/09/2026;BET-CF3A39;Pirazinamida 500mg - Comprimido;Pirazinamida;500mg;comprimido;;;;oral;ativo
23/09/2026;BET-73849A;Piridoxina (Vitamina B6) 50mg - Comprimido;Piridoxina (Vitamina B6);50mg;comprimido;;;;oral;ativo
23/09/2026;BET-D58C86;Pirimetamina 25mg - Comprimido;Pirimetamina;25mg;comprimido;;;;oral;ativo
23/09/2026;BET-500484;Poliestirenossulfonato de Cálcio 900mg/g - Pó para Suspensão Oral;Poliestirenossulfonato de Cálcio;900mg/g;pó para suspensão oral;;;;oral;ativo
23/09/2026;BET-78ABFE;Polimixina B, Sulfato 500.000ui - Pó Liofilizado Injetável;Polimixina B, Sulfato;500.000ui;pó liofilizado;;;;injetável;ativo
23/09/2026;BET-B77B6E;Polimixina E – Colistimetato de Sódio 80mg de colistina base - Pó Liofilizado Injetável;Polimixina E – Colistimetato de Sódio;80mg;pó liofilizado;;;;injetável;ativo
23/09/2026;BET-D81551;Praziquantel 600mg - Comprimido;Praziquantel;600mg;comprimido;;;;oral;ativo
23/09/2026;BET-E182BB;Prednisolona, Fosfato Sódico 3mg/ml - Solução Oral;Prednisolona, Fosfato Sódico;3mg/ml;solução oral;;UBS, HPRB, UPA;;oral;ativo
23/09/2026;BET-222A4A;Prednisona 20mg - Comprimido;Prednisona;20mg;comprimido;;UBS, HPRB, UPA, SEPADI;;oral;ativo
23/09/2026;BET-07C814;Prednisona 5mg - Comprimido;Prednisona;5mg;comprimido;;UBS, HPRB, UPA;;oral;ativo
23/09/2026;BET-3FF78F;Prometazina 25mg - Comprimido;Prometazina;25mg;comprimido;;UBS, CERSAM, CAPS-AD, CERSAMI, HPRB, UPA, SAMU, SEPADI;;oral;ativo
23/09/2026;BET-C8B947;Prometazina 25mg/ml - Solução Injetável;Prometazina;25mg/ml;solução injetável;;UBS, CX EMERGÊNCIA, UPA, CERSAM, CAPS-AD, CERSAMI, HPRB, SEPADI, SAMU, CIMUC;;injetável;ativo
23/09/2026;BET-F0D700;Propiltiouracila 100mg - Comprimido;Propiltiouracila;100mg;comprimido;;;;oral;ativo
23/09/2026;BET-850393;Propofol 10mg/ml - Emulsão Injetável;Propofol;10mg/ml;emulsão injetável;;;;injetável;ativo
23/09/2026;BET-AC88EB;Propranolol 40mg - Comprimido;Propranolol;40mg;comprimido;;UBS, HPRB, UPA, SAMU, CAPS-AD;;oral;ativo
23/09/2026;BET-13DD24;Protamina, Cloridrato 1000ui/ml - Solução Injetável;Protamina, Cloridrato;1000ui/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-7232CD;Proximetacaína, Cloridrato 5mg/ml (0,5%) - Solução Oftálmica;Proximetacaína, Cloridrato;5mg/ml (0,5%);solução oftálmica;;;;oftálmica;ativo
23/09/2026;BET-457A1A;Quetiapina 100mg - Comprimido;Quetiapina;100mg;comprimido;;;;oral;ativo
23/09/2026;BET-D8DA9D;Quetiapina 25mg - Comprimido;Quetiapina;25mg;comprimido;;;;oral;ativo
23/09/2026;BET-5E8227;Remifentanila, Cloridrato 2mg - Pó para Solução Injetável;Remifentanila, Cloridrato;2mg;pó para solução injetável;;;;injetável;ativo
23/09/2026;BET-E7B2E2;Rifampicina + Isoniazida + Pirazinamida + Etambutol, Cloridrato 150mg + 75mg + 275mg + 400mg - Comprimido;Rifampicina + Isoniazida + Pirazinamida + Etambutol, Cloridrato;150mg + 75mg + 275mg + 400mg;comprimido;;UBS, HPRB, UPA, SEPADI;;oral;ativo
23/09/2026;BET-10B925;Rifampicina + Isoniazida + Pirazinamida 75mg + 50mg + 150mg - Comprimido Dispersível;Rifampicina + Isoniazida + Pirazinamida;75mg + 50mg + 150mg;comprimido;;;;oral;ativo
23/09/2026;BET-6B4696;Rifampicina + Isoniazida 150mg + 75mg - Comprimido;Rifampicina + Isoniazida;150mg + 75mg;comprimido;;;;oral;ativo
23/09/2026;BET-343DF4;Rifampicina + Isoniazida 300mg + 150mg - Comprimido;Rifampicina + Isoniazida;300mg + 150mg;comprimido;;;;oral;ativo
23/09/2026;BET-5CD308;Rifampicina + Isoniazida 75mg + 50mg - Comprimido Dispersível;Rifampicina + Isoniazida;75mg + 50mg;comprimido;;;;oral;ativo
23/09/2026;BET-0FC739;Rifampicina 20mg/ml (2%) - Suspensão Oral;Rifampicina;20mg/ml (2%);suspensão oral;;;;oral;ativo
23/09/2026;BET-4F2E09;Rifampicina 300mg - Cápsula;Rifampicina;300mg;cápsula;;;;oral;ativo
23/09/2026;BET-B13574;Rifapentina 150mg - Comprimido;Rifapentina;150mg;comprimido;;;;oral;ativo
23/09/2026;BET-1DEFF2;Risperidona 1mg - Comprimido;Risperidona;1mg;comprimido;;;;oral;ativo
23/09/2026;BET-3B9695;Risperidona 1mg/ml - Solução Oral;Risperidona;1mg/ml;solução oral;;;;oral;ativo
23/09/2026;BET-7160A3;Risperidona 2mg - Comprimido;Risperidona;2mg;comprimido;;;;oral;ativo
23/09/2026;BET-0A022F;Rivaroxabana 10mg - Comprimido;Rivaroxabana;10mg;comprimido;;;;oral;ativo
23/09/2026;BET-E2382B;Rocurônio, Brometo 10mg/ml - Solução Injetável;Rocurônio, Brometo;10mg/ml;solução injetável;;HPRB, UPA, CIMUC;;injetável;ativo
23/09/2026;BET-1C6465;Ropivacaína, Cloridrato 10mg/ml - Solução Injetável;Ropivacaína, Cloridrato;10mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-2721AF;Saccharomyces Boulardii – 17 100mg - Cápsula;Saccharomyces Boulardii – 17;100mg;cápsula;;;;oral;ativo
23/09/2026;BET-D9BCAE;"Sais para Reidratação Oral Cloreto de sódio 3,5g; Cloreto de potássio 1,5g; Citrato de Sódio diidratado 2,9g; Glicose 20g - Pó para Solução Oral";Sais para Reidratação Oral Cloreto de sódio;3,5g;pó para solução oral;;;;oral;ativo
23/09/2026;BET-DE0D89;Salbutamol, Sulfato 0,5mg/ml - Solução Injetável;Salbutamol, Sulfato;0,5mg/ml;solução injetável;;HPRB, UPA;;injetável;ativo
23/09/2026;BET-5832B8;Salbutamol, Sulfato 100mcg/dose - Aerossol Oral;Salbutamol, Sulfato;100mcg/dose;aerossol;;UBS, CERSAM, CAPS-AD, CERSAMI, UPA, HPRB, SEPADI, CIMUC, SAMU, CREDFB;;inalatória;ativo
