remume_versao;codigo_identificacao;descricao_original;principio_ativo;concentracao;forma_farmaceutica;apresentacao;local_dispensacao;restricao;via_administracao;situacao
23/09/2026;CON-677848;Levodopa + Benserazida 100+25mg - Comprimido;Levodopa + Benserazida;100+25mg;comprimido;;;;oral;ativo
23/09/2026;CON-D38EFD;Levodopa + Benserazida 200+50mg - Comprimido;Levodopa + Benserazida;200+50mg;comprimido;;;;oral;ativo
23/09/2026;CON-D17894;Levodopa + Carbidopa 250+25mg - Comprimido;Levodopa + Carbidopa;250+25mg;comprimido;;;;oral;ativo
23/09/2026;CON-913ED8;Levonorgestrel + Etinilestradiol 0,15+0,03mg - Comprimido;Levonorgestrel + Etinilestradiol;0,15+0,03mg;comprimido;;;;oral;ativo
23/09/2026;CON-332A62;Levonorgestrel 0,75mg - Comprimido;Levonorgestrel;0,75mg;comprimido;;;;oral;ativo
23/09/2026;CON-4BF868;Levotiroxina 100mcg - Comprimido;Levotiroxina;100mcg;comprimido;;;;oral;ativo
23/09/2026;CON-A90CAD;Levotiroxina 50mcg - Comprimido;Levotiroxina;50mcg;comprimido;;;;oral;ativo
23/09/2026;CON-B6BA08;Levotiroxina Sódica 25mcg - Comprimido;Levotiroxina Sódica;25mcg;comprimido;;;;oral;ativo
23/09/2026;CON-0D7A8E;Loratadina 10mg - Comprimido;Loratadina;10mg;comprimido;;;;oral;ativo
23/09/2026;CON-4180FF;Loratadina 1mg/ml - Xarope;Loratadina;1mg/ml;xarope;;;;oral;ativo
23/09/2026;CON-DCF238;Losartana Potássica 50mg - Comprimido;Losartana Potássica;50mg;comprimido;;;;oral;ativo
23/09/2026;CON-573119;Metformina Cloridrato 500mg - Comprimido;Metformina Cloridrato;500mg;comprimido;;;;oral;ativo
23/09/2026;CON-BE1F11;Metformina Cloridrato 850mg - Comprimido;Metformina Cloridrato;850mg;comprimido;;;;oral;ativo
