remume_versao;codigo_identificacao;descricao_original;principio_ativo;concentracao;forma_farmaceutica;apresentacao;local_dispensacao;restricao;via_administracao;situacao
23/09/2026;CON-54ED23;Complexo B - Comprimido;Complexo B;;comprimido;;CAPS AD (USO INTERNO);;oral;ativo
23/09/2026;CON-147DAD;Complexo B - Injetável;Complexo B;;injetável;;UBS (USO INTERNO), URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-BFA6B7;Decanoato de Haloperidol 50mg/mL - Injetável;Decanoato de Haloperidol;50mg/mL;injetável;;CAPS AD, CAPS II (USO INTERNO);;injetável;ativo
23/09/2026;CON-56ACFA;Deslanosídeo 0,2mg/mL - Injetável;Deslanosídeo;0,2mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-9C73A2;Dexametasona 0,1% - Creme;Dexametasona;0,1%;creme;;UBS, FARMÁCIA CENTRAL;;tópica;ativo
23/09/2026;CON-66A624;Dexametasona 2mg/mL - Injetável;Dexametasona;2mg/mL;injetável;;UBS (USO INTERNO), URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-B90FD8;Dexametasona 4mg/mL - Injetável;Dexametasona;4mg/mL;injetável;;UBS (USO INTERNO), URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-DE7876;Dexclorferinamina 2mg - Comprimido;Dexclorferinamina;2mg;comprimido;;UBS, FARMÁCIA CENTRAL, URGÊNCIA (USO INTERNO);;oral;ativo
23/09/2026;CON-2E42E8;Dexclorferinamina 2mg/5mL - Xarope;Dexclorferinamina;2mg/5mL;xarope;;UBS, FARMÁCIA CENTRAL, URGÊNCIA (USO INTERNO);;oral;ativo
23/09/2026;CON-D7F0C9;Diazepam 10mg - Comprimido;Diazepam;10mg;comprimido;;FARMÁCIA CENTRAL, URGÊNCIA (USO INTERNO), CAPS II (USO INTERNO), CAPS AD (USO INTERNO);Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;CON-643629;Diazepam 5mg/mL - Injetável;Diazepam;5mg/mL;injetável;;URGÊNCIA (USO INTERNO), CAPS II (USO INTERNO), CAPS AD (USO INTERNO);Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;CON-6490BC;Diclofenaco Sódico 50mg - Comprimido;Diclofenaco Sódico;50mg;comprimido;;UBS, FARMÁCIA CENTRAL;;oral;ativo
23/09/2026;CON-90D2BB;Digoxina 0,25mg - Comprimido;Digoxina;0,25mg;comprimido;;UBS, FARMÁCIA CENTRAL, URGÊNCIA (USO INTERNO);;oral;ativo
23/09/2026;CON-2790C0;Dimenidrinato 50mg/mL + Piridoxina 50mg/mL - Injetável;Dimenidrinato;50mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-CD3F28;Dipirona 500mg/mL - Gotas;Dipirona;500mg/mL;gotas;;UBS, FARMÁCIA CENTRAL, URGÊNCIA (USO INTERNO);;;ativo
23/09/2026;CON-16FF77;Dipirona 500mg/mL - Injetável;Dipirona;500mg/mL;injetável;;UBS (USO INTERNO), URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-549B7E;Dipropionato de Beclometasona 250mcg - Spray Oral;Dipropionato de Beclometasona;250mcg;spray;;UBS, FARMÁCIA CENTRAL;;;ativo
23/09/2026;CON-0BAE59;Dipropionato de Beclometasona 50mcg - Spray Nasal;Dipropionato de Beclometasona;50mcg;spray;;UBS, FARMÁCIA CENTRAL;;nasal;ativo
23/09/2026;CON-6E1403;Dipropionato de Beclometasona 50mcg - Spray Oral;Dipropionato de Beclometasona;50mcg;spray;;UBS, FARMÁCIA CENTRAL;;;ativo
23/09/2026;CON-8EB9D5;Dobutamina 12,5mg/mL - Injetável;Dobutamina;12,5mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-92D2C7;Dopamina 5mg/mL - Injetável;Dopamina;5mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-607706;Doxazosina 2mg - Comprimido;Doxazosina;2mg;comprimido;;UBS, FARMÁCIA CENTRAL;;oral;ativo
23/09/2026;CON-0D2385;Enantato de Noretisterona 50mg + Valerato de Estradiol 5mg - Injetável;Enantato de Noretisterona;50mg;injetável;;UBS, FARMÁCIA CENTRAL;;injetável;ativo
23/09/2026;CON-AF3427;Epinefrina 1mg/mL - Injetável;Epinefrina;1mg/mL;injetável;;UBS (USO INTERNO), URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-DA39DB;Escopolamina 10mg - Comprimido;Escopolamina;10mg;comprimido;;UBS, FARMÁCIA CENTRAL;;oral;ativo
23/09/2026;CON-923B40;Escopolamina 10mg/mL - Solução Oral;Escopolamina;10mg/mL;solução oral;;UBS, FARMÁCIA CENTRAL;;oral;ativo
23/09/2026;CON-043AAB;Escopolamina 20mg/mL - Injetável;Escopolamina;20mg/mL;injetável;;UBS (USO INTERNO), URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-DC687C;Escopolamina 4mg/mL + Dipirona 500mg/mL - Injetável;Escopolamina;4mg/mL;injetável;;UBS (USO INTERNO), URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-B2DE12;Espironolactona 25mg - Comprimido;Espironolactona;25mg;comprimido;;UBS, FARMÁCIA CENTRAL;;oral;ativo
23/09/2026;CON-EDE6C0;Etomidato 2mg/mL - Injetável;Etomidato;2mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-CCDC93;Fenitoína 100mg - Comprimido;Fenitoína;100mg;comprimido;;FARMÁCIA CENTRAL, CAPS II (USO INTERNO), CAPS AD (USO INTERNO);;oral;ativo
23/09/2026;CON-BA92AE;Fenitoína 50mg/mL - Injetável;Fenitoína;50mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-BB3FAB;Fenobarbital 100mg - Comprimido;Fenobarbital;100mg;comprimido;;FARMÁCIA CENTRAL, CAPS II (USO INTERNO), CAPS AD (USO INTERNO);;oral;ativo
23/09/2026;CON-258F9B;Fenobarbital 100mg/mL - Injetável;Fenobarbital;100mg/mL;injetável;;URGÊNCIA (USO INTERNO), CAPS II (USO INTERNO);;injetável;ativo
23/09/2026;CON-963BAA;Fenobarbital 40mg/mL - Gotas;Fenobarbital;40mg/mL;gotas;;FARMÁCIA CENTRAL;;;ativo
23/09/2026;CON-B0D0DA;Fenoterol 5mg/mL - Solução para Inalação;Fenoterol;5mg/mL;solução;;UBS (USO INTERNO), URGÊNCIA (USO INTERNO);;;ativo
23/09/2026;CON-B81ED7;Fentanila 0,05mg/mL - Injetável;Fentanila;0,05mg/mL;injetável;;URGÊNCIA (USO INTERNO);Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;CON-5D1589;Fitomenadiona 10mg/mL - Injetável;Fitomenadiona;10mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-B91397;Fluconazol 150mg - Comprimido;Fluconazol;150mg;comprimido;;UBS, FARMÁCIA CENTRAL;;oral;ativo
23/09/2026;CON-B5505A;Flumazenil 0,1mg/mL - Injetável;Flumazenil;0,1mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-72EC1D;Fluoxetina 20mg - Comprimido;Fluoxetina;20mg;comprimido;;FARMÁCIA CENTRAL, CAPS II (USO INTERNO), CAPS AD (USO INTERNO);;oral;ativo
23/09/2026;CON-AACD04;Furosemida 10mg/mL - Injetável;Furosemida;10mg/mL;injetável;;UBS, URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-7270EC;Furosemida 40mg - Comprimido;Furosemida;40mg;comprimido;;UBS, FARMÁCIA CENTRAL, URGÊNCIA (USO INTERNO);;oral;ativo
23/09/2026;CON-EA310D;Gentamicina 40mg/mL - Injetável;Gentamicina;40mg/mL;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-C7F622;Gestodeno 0,075mg + Etinilestradiol 0,02mg - Comprimido;Gestodeno;0,075mg;comprimido;;UBS, FARMÁCIA CENTRAL;;oral;ativo
23/09/2026;CON-60ADD6;Gestodeno 0,075mg + Etinilestradiol 0,03mg - Comprimido;Gestodeno;0,075mg;comprimido;;UBS, FARMÁCIA CENTRAL;;oral;ativo
23/09/2026;CON-BC2F00;Glibenclamida 5mg - Comprimido;Glibenclamida;5mg;comprimido;;UBS, FARMÁCIA CENTRAL, URGÊNCIA (USO INTERNO);;oral;ativo
23/09/2026;CON-13DA25;Glicerina 12% - Enema;Glicerina;12%;enema;;URGÊNCIA (USO INTERNO);;retal;ativo
23/09/2026;CON-630874;Gliconato de Cálcio 10% - Injetável;Gliconato de Cálcio;10%;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-0F71DE;Glicose 5% - Injetável;Glicose;5%;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-05BBE0;Glicose 50% - Injetável;Glicose;50%;injetável;;URGÊNCIA (USO INTERNO);;injetável;ativo
23/09/2026;CON-622D93;Haloperidol 1mg - Comprimido;Haloperidol;1mg;comprimido;;FARMÁCIA CENTRAL, CAPS II (USO INTERNO), CAPS AD (USO INTERNO);;oral;ativo
23/09/2026;CON-E1AD41;Haloperidol 2mg/mL - Gotas;Haloperidol;2mg/mL;gotas;;FARMÁCIA CENTRAL, CAPS AD (USO INTERNO);;;ativo
23/09/2026;CON-79AD89;Haloperidol 5mg - Comprimido;Haloperidol;5mg;comprimido;;FARMÁCIA CENTRAL, CAPS II (USO INTERNO), CAPS AD (USO INTERNO);;oral;ativo
